Museum,Cat,Country,State,Locality,loc,Lat,Long,Taxon,sub,Juv,Sex,Wing,Tail,Tarsus,length,low_len,depth,width,brightness,hue,chroma,Notes,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
MCZ,172545,Mexico,Guerrero,Omilteme,1,17.5507478,-99.666987,guerrerensis,3,0,0,169,196,41,23.9,20.5,10.8,9.8,-1.5819,0.0141,2.9492,,30.695,41.647,41.3635,36.794,30.744,24.5535,19.079,14.7755,11.514,9.333,7.8985,6.721,5.944,5.566,5.4645,5.413,5.9205,6.201,7.003,8.4565
USNM,185538,Mexico,Guerrero,Omilteme,1,,,guerrerensis,3,0,0,166,189,41.5,22.1,20.5,10.7,9.5,5.2076,3.7531,0.436,,29.426,38.4585,40.358,38.614,35.127,30.69,26.3035,22.591,19.6755,17.575,16.0045,15.0575,14.3455,13.829,13.8405,14.0675,14.5635,15.2375,16.109,16.506
USNM,185539,Mexico,Guerrero,Omilteme,1,,,guerrerensis,3,0,0,164,196,42.2,23.5,20.4,11.6,10.5,-3.273,1.3806,1.0934,Type specimen,20.979,30.22,32.1005,29.9395,25.9465,21.256,16.9405,13.3045,10.552,8.692,7.251,6.4285,5.9425,5.5355,5.5955,6.0075,6.2565,6.7715,7.2185,7.9485
USNM,185540,Mexico,Guerrero,Omilteme,1,,,guerrerensis,3,0,1,167,188,41.5,21.5,20,11.4,9.5,-2.0903,1.7248,1.2553,,24.5305,32.234,33.107,30.618,26.662,22.024,17.7895,14.3165,11.615,9.774,8.5135,7.681,7.182,6.9425,6.8575,6.8615,7.432,8.067,8.119,9.0755
USNM,185541,Mexico,Guerrero,Omilteme,1,,,guerrerensis,3,0,1,166,189,41.8,22,20.2,10.6,9.5,0.5576,3.1334,1.2713,,28.5685,35.177,35.0595,31.853,27.5585,23.201,19.4255,16.35,13.961,12.407,11.3325,10.755,10.314,10.12,10.072,10.1935,10.988,12.1165,12.594,13.474
USNM,185542,Mexico,Guerrero,Omilteme,1,,,guerrerensis,3,0,0,167,192,41.5,23.4,20.8,11,9.9,-0.9457,2.0032,1.8008,,30.5925,36.139,34.8005,30.948,26.365,21.989,18.044,14.8105,12.379,10.8115,9.674,8.875,8.446,8.167,8.087,8.269,8.549,8.497,8.4845,9.968
USNM,185543,Mexico,Guerrero,Omilteme,1,,,guerrerensis,3,0,0,166,190,42,22.4,21,11.1,10.5,-3.131,1.2552,1.467,,24.334,32.257,32.583,29.562,25.384,20.905,16.7525,13.2825,10.6665,8.7215,7.4045,6.4495,5.9975,5.671,5.655,6.0905,5.997,6.277,7.1105,7.433
USNM,185545,Mexico,Guerrero,Omilteme,1,,,guerrerensis,3,0,0,161,190,42.5,22.5,20.1,11.1,10.5,4.9588,2.1713,1.4101,,32.121,42.935,45.04,42.8665,38.3935,32.812,27.4915,22.915,19.2625,16.686,14.8345,13.4915,12.729,12.2605,12.027,12.1395,12.4595,13.214,13.6065,15.046
MLZ,45972,Mexico,Guerrero,Cerro Tiotepec,2,17.476865,-100.170976,guerrerensis,3,0,0,166,185,43,21.1,20.4,11.4,10,-5.4012,1.4147,1.024,,21.9135,27.9385,26.9835,23.6865,19.6495,15.8365,12.6925,10.234,8.394,7.0025,6.032,5.398,4.921,4.682,4.492,4.1765,4.086,4.435,4.235,4.459
MLZ,44403,Mexico,Chiapas,Teopisca,1,16.545467,-92.474119,unicolor,4,0,1,163,161,34,20.4,19.1,10.2,9.6,7.3024,-0.0312,0.8097,,35.2795,47.2785,49.6665,48.205,44.706,40.024,34.95,29.544,24.6225,20.547,17.2405,14.8295,13.074,11.6995,10.9485,10.4305,10.1275,10.0775,9.472,9.901
MLZ,45360,Mexico,Chiapas,5 mi SW Ciudad Las Casas,1,16.706187,-92.689818,unicolor,4,0,0,164,165,39.1,20.5,18.8,10.4,9,2.2732,-0.077,-0.332,,24.2905,35.4435,38.9575,38.924,36.753,33.234,28.824,24.152,19.7465,16.0475,13.1095,11.0375,9.4155,8.2715,7.591,6.9115,6.582,6.1935,5.421,4.9035
MLZ,45361,Mexico,Chiapas,5 mi SW Ciudad Las Casas,1,16.706187,-92.689818,unicolor,4,0,0,161,163,40.2,20.4,19.5,10,9.7,-2.4708,0.7078,-1.4823,Beak discoloration indicates juvenility but no gray patches on the wings. ,15.545,24.0055,26.8965,27.0905,25.97,23.9635,21.2365,18.187,15.0695,12.2985,9.926,8.104,6.8005,5.8215,5.3005,4.7305,3.9855,3.536,2.0755,1.4725
MLZ,50498,Mexico,Chiapas,5 mi SW Ciudad Las Casas,1,16.706187,-92.689818,unicolor,4,0,1,157,157,41.5,20.5,18,9.9,9.3,0.1377,0.9475,-0.4346,,19.934,30.5955,33.728,33.7155,32.1005,29.014,24.9835,20.8555,16.8955,13.736,11.2945,9.357,8.0605,7.371,6.986,6.753,6.7485,7.4485,8.013,9.148
MLZ,50539,Mexico,Chiapas,5 mi SW Ciudad Las Casas,1,16.706187,-92.689818,unicolor,4,0,1,162,161,42.1,20.4,19,10.1,9.5,-1.5133,-0.22,0.4997,Tail feathers bent/ broken,22.4425,32.8695,35.0975,33.738,30.8775,27.203,22.864,18.5075,14.65,11.541,9.01,7.277,6.1115,5.383,4.9635,4.7115,4.4775,4.4075,4.3305,4.292
MLZ,56726,Mexico,Chiapas,5 mi SW Ciudad Las Casas,1,16.706187,-92.689818,unicolor,4,0,0,159,165,42.6,20.6,19.5,10.4,10.6,1.2615,3.6399,-2.0162,,16.6275,24.1505,27.5805,28.229,27.373,25.805,23.555,20.8245,18.025,15.747,13.92,12.624,11.652,11.022,10.7835,10.663,10.5495,10.9545,10.768,11.578
MLZ,56728,Mexico,Chiapas,5 mi SW Ciudad Las Casas,1,16.706187,-92.689818,unicolor,4,0,1,154,162,40,19.9,19.2,9.5,10,-2.9486,1.503,-0.817,Top and bottom of the beak is chipped: affects beak depth,16.5095,23.877,26.414,26.4115,24.944,22.4475,19.4065,16.186,13.1575,10.7435,8.86,7.608,6.7025,6.0635,5.7345,5.5715,5.409,5.7355,5.3845,5.267
MLZ,56736,Mexico,Chiapas,5 mi SW Ciudad Las Casas,1,16.706187,-92.689818,unicolor,4,0,1,163,168,41.9,20.4,18.6,10.3,8.8,-1.1143,2.6501,-1.3024,,16.022,23.5795,26.714,27.4945,26.482,23.9885,20.8805,17.68,14.8505,12.601,10.9125,9.8505,9.026,8.4865,8.293,8.1485,7.976,8.3735,8.4165,8.5295
MLZ,56738,Mexico,Chiapas,5 mi SW Ciudad Las Casas,1,16.706187,-92.689818,unicolor,4,0,1,160,164,40.5,20.1,18.4,10,9.6,3.2408,1.2227,-1.1744,,22.136,32.298,36.1715,37.156,36.176,33.3885,29.533,25.275,21.0475,17.5485,14.5775,12.561,11.173,10.106,9.3845,8.8935,8.6345,8.775,8.6445,8.388
UMMZ,109294,Mexico,Chiapas,"San Cristobal, 9 mi SE",1,16.6341336,-92.5334962,unicolor,4,0,1,157,162,42.1,21.1,19.5,9.6,9.2,0.9623,0.0304,-2.1577,,17.564,28.362,32.655,33.362,32.441,29.8175,26.5125,23.039,19.5385,16.3125,13.488,11.5315,9.8465,8.3305,7.655,5.7905,4.3835,2.8905,-0.7505,-4.043
USNM,144682,Mexico,Chiapas,San Cristobal,1,,,unicolor,4,0,0,160,170,41.5,20.6,18.5,10.5,9.4,2.3023,0.0113,1.133,,26.962,39.3855,43.175,42.216,38.982,34.213,28.4725,23.101,18.374,14.589,11.7535,9.674,8.452,7.8855,7.367,7.493,8.141,8.56,9.7975,11.02
USNM,144683,Mexico,Chiapas,San Cristobal,1,,,unicolor,4,0,0,165,180,42.5,20,19.5,10.2,9.2,9.1962,1.1811,-0.3834,,31.019,43.2275,48.531,49.421,47.225,43.181,37.935,32.6195,27.461,23.0765,19.5285,16.868,14.9855,13.7855,13.0465,12.9235,12.9675,13.0435,14.339,15.202
USNM,144684,Mexico,Chiapas,San Cristobal,1,,,unicolor,4,0,1,164,172,41.8,19.3,18.3,10.1,9.3,9.4003,1.2313,0.3617,,32.1685,45.978,51.57,51.607,48.521,43.63,37.8785,31.8605,26.511,22.2415,18.885,16.5645,15.0685,13.923,13.4875,13.391,13.749,14.4575,15.3785,16.1995
WFVZ,3543,,Chiapas,"San Cristobal de las Casas, 9 mi SE",1,16.6341336,-92.5334962,unicolor,4,0,0,171,181,40.8,21.2,21.6,11,9.8,-0.34,-1.9455,-1.2093,,23.1265,32.171,34.6405,34.155,32.6425,29.199,25.4985,21.57,17.805,14.5405,11.5295,9.6365,8.069,6.4745,5.4585,3.5355,0.688,-2.8215,-7.942,-14.54
WFVZ,3786,,Chiapas,"San Cristobal de las Casas, 5 mi SE",1,16.6791312,-92.5851674,unicolor,4,0,1,160,165,42.5,19.2,17.5,10,9.4,-1.773,-2.482,-2.9246,Tail feathers bent/ broken,15.8865,25.3985,29.627,30.552,29.6975,27.354,24.488,21.143,17.659,14.5815,11.629,9.565,7.487,5.473,4.3975,1.686,-1.636,-6.3645,-14.659,-25.455
WFVZ,4786,,Chiapas,"Pueblo Nuevo, Rancho Yerba Buena",1,17.1674458,-92.9001745,unicolor,4,0,0,161,171,41.3,21.1,18.8,10.2,9.5,-0.562,-0.6115,1.1022,,27.203,36.832,38.311,36.4505,32.9375,28.397,23.452,18.8725,14.991,11.8745,9.62,8.0775,6.8435,6.0965,5.7115,5.146,4.7215,3.7825,2.5575,1.945
WFVZ,4787,,Chiapas,"Pueblo Nuevo, Rancho Yerba Buena",1,17.1674458,-92.9001745,unicolor,4,0,0,160,170,41.7,20,18,10,9,-2.9754,-3.1442,-1.5596,,19.2155,28.602,31.6645,31.588,29.561,26.453,23.0345,19.2775,15.5785,12.3455,9.3775,7.3885,5.5775,3.747,2.6015,0.192,-2.7145,-6.5175,-13.7245,-23.34
WFVZ,4859,,Chiapas,"Pueblo Nuevo, near; Yerba Buena",1,17.1674458,-92.9001745,unicolor,4,0,1,164,169,42.4,20.8,19.4,10.2,9.4,-1.0373,-2.5779,-1.1926,Beak chipped,22.1915,32.1485,34.7265,34.204,32.2135,28.989,25.379,21.4195,17.5675,14.1765,11.0775,8.751,6.9055,5.257,4.08,1.885,-1.013,-3.4525,-8.1495,-16.695
WFVZ,9263,,Chiapas,Tierra Blanca,1,16.0841628,-91.7501492,unicolor,4,0,0,163,168,41.2,21.1,19.3,10.4,9.6,-0.7398,-4.6847,-0.3564,,27.97,38.285,40.402,38.753,35.517,31.2015,26.704,22.0805,17.7015,13.844,10.4245,8.3505,6.395,4.3205,3.2395,0.2305,-3.394,-8.0115,-16.487,-27.712
WFVZ,9264,,Chiapas,Tierra Blanca,1,16.0841628,-91.7501492,unicolor,4,0,0,156,165,41.2,19.5,17.4,9.6,8.4,5.9651,-3.2933,-1.896,,30.6315,42.4935,45.511,45.049,42.837,39.5135,35.674,31.266,26.7495,22.504,18.4485,15.3335,12.5615,10.074,8.637,5.571,1.3605,-2.715,-9.7255,-21.4285
WFVZ,9266,,Chiapas,Tierra Blanca,1,16.0841628,-91.7501492,unicolor,4,0,1,159,168,41.9,20.6,19.6,9.8,9.1,0.3141,-1.3409,-1.4426,,19.663,31.433,35.2175,35.2085,33.6885,31,27.339,23.371,19.4335,15.5835,12.2895,9.916,7.857,6.185,5.2815,4.1005,2.2005,0.659,-1.65,-4.9825
WFVZ,9267,,Chiapas,Tierra Blanca,1,16.0841628,-91.7501492,unicolor,4,0,1,166,172,43.2,20.1,18.3,9.8,9.2,4.5752,-4.4315,-1.1973,,30.4755,43.69,47.2445,46.431,43.7575,39.4855,34.8625,29.769,24.6855,20.236,16.007,13.1305,10.603,8.2995,6.8445,3.7825,-0.16,-4.885,-13.275,-25.9585
WFVZ,9268,,Chiapas,Tierra Blanca,1,16.0841628,-91.7501492,unicolor,4,0,1,155,163,41.8,21.5,19.9,10,9.2,0.8896,-0.4698,-0.3182,,25.0465,34.626,36.7095,35.7265,33.5665,30.3855,26.4145,22.2125,18.355,14.952,12.179,10.1595,8.494,7.251,6.679,5.803,5.053,3.367,1.491,0.2315
WFVZ,9269,,Chiapas,Tierra Blanca,1,16.0841628,-91.7501492,unicolor,4,0,0,159,170,43.4,22,19.4,9.9,9,3.4521,-6.0476,0.0782,,32.81,47.277,50.916,49.9815,46.464,41.081,35.2245,28.9695,22.989,17.9235,13.5045,10.613,8.055,5.627,4.2605,1.596,-2.321,-7.016,-15.239,-26.366
WFVZ,9270,,Chiapas,Tierra Blanca,1,16.0841628,-91.7501492,unicolor,4,0,0,160,172,42.6,21.5,18,9.8,9.4,-0.2724,-2.0561,-0.6623,,23.4665,33.777,36.4915,35.943,33.7675,30.324,26.5755,22.361,18.154,14.4475,11.2025,8.9335,6.958,5.3935,4.576,3.075,1.0305,-1.0635,-4.2565,-6.9355
WFVZ,9271,,Chiapas,Tierra Blanca,1,16.0841628,-91.7501492,unicolor,4,0,1,163,169,41.9,19.4,18.4,10.5,9.9,1.447,-0.0913,-0.0583,,28.151,35.818,36.91,35.576,33.1425,29.9655,26.349,22.408,18.682,15.445,12.7995,10.8465,9.101,8.0845,7.489,6.483,5.634,4.445,3.16,1.839
WFVZ,9272,,Chiapas,Tierra Blanca,1,16.0841628,-91.7501492,unicolor,4,0,1,160,168,42.6,21.1,19.5,10.2,9.5,3.5402,-1.0609,-1.2532,Beak chipped,25.713,36.7545,39.821,39.597,37.8745,34.9975,31.435,27.1095,22.7945,18.82,15.3265,12.7775,10.642,8.922,7.903,6.355,4.6105,2.986,0.258,-3.5905
WFVZ,9273,,Chiapas,,1,16.1008319,-91.7334789,unicolor,4,0,1,170,178,42,21.1,19,11,10.2,-1.6904,-4.8733,-1.0359,,22.9365,34.1555,37.8205,37.557,35.0945,31.2875,26.9415,22.0685,17.4425,13.4225,9.863,7.4605,5.238,3.123,2.0105,-0.7245,-4.356,-9.236,-16.59,-26.8765
WFVZ,9275,,Chiapas,,1,16.1008319,-91.7334789,unicolor,4,0,1,164,171,43.5,20.6,19,10.6,9.3,1.6824,-7.4242,-0.11,,28.883,45.847,50.6585,49.7795,46.1235,40.742,34.6775,28.077,21.929,16.59,11.7935,8.5,5.6905,3.088,1.7215,-1.411,-5.43,-10.4115,-19.587,-31.065
WFVZ,9278,,Chiapas,Rancho Yerba Buena,1,17.1674458,-92.9001745,unicolor,4,0,0,166,170,43.2,19,18,9.9,9.5,2.1576,0.5265,-0.0498,Beak chipped,27.294,36.0625,37.6535,36.4255,34.0955,30.9105,27.074,22.9635,19.294,16.098,13.376,11.341,9.821,8.749,8.109,7.7865,7.097,6.3485,6.5125,7.401
WFVZ,9279,,Chiapas,Rancho Yerba Buena,1,17.1674458,-92.9001745,unicolor,4,0,1,165,166,42.5,21,18.9,10.1,9.7,-2.6648,-4.2446,-0.1854,,23.213,34.632,37.5075,36.29,33.3205,29.1135,24.7615,20.189,15.7465,11.971,8.46,6.114,4.131,2.2025,1.209,-0.979,-3.937,-7.038,-11.491,-16.1875
WFVZ,9280,,Chiapas,Rancho Yerba Buena,1,17.1674458,-92.9001745,unicolor,4,0,0,166,174,44.3,22.9,21,10.7,9.6,0.0457,0.481,0.5115,,26.7995,34.804,35.461,33.76,30.918,27.383,23.468,19.636,16.2425,13.294,10.9565,9.292,8.084,7.2485,6.809,6.621,6.1755,5.8465,5.788,5.3325
WFVZ,9281,,Chiapas,Rancho Yerba Buena,1,17.1674458,-92.9001745,unicolor,4,0,1,159,165,41.1,21.5,18.5,9.5,8.7,-1.491,-2.1419,-1.2932,,20.2825,30.1015,33.367,33.0925,31.4,28.2695,24.653,20.8005,16.932,13.5065,10.4465,8.459,6.656,5.042,4.239,2.2005,-0.2535,-2.9855,-7.6245,-13.4315
WFVZ,11090,,Chiapas,"Las Margaritas, 13 mi NE; near La Soledad",1,16.5524784,-91.7651499,unicolor,4,0,1,154,163,43.5,22.6,20,9.9,8.9,-0.6969,-6.6002,-2.1921,,20.6465,34.877,39.6785,40.119,38.504,35.1755,31.0465,26.176,21.0455,16.2095,11.5375,8.2075,5.4585,2.562,0.6225,-2.7365,-7.088,-12.6715,-22.0105,-35.2555
WFVZ,11091,,Chiapas,"Las Margaritas, approx 33 mi NE; Finca Patichuiz",1,16.7591278,-91.7084788,unicolor,4,0,0,168,179,44,22.8,21.1,10.6,9.3,-0.9711,-2.2024,-2.2665,,20.025,28.4685,31.3865,31.683,30.3515,27.7715,24.898,21.573,18.2155,15.151,12.007,9.8805,8.0745,6.1645,5.0855,2.4395,-1.124,-4.827,-11.596,-20.5785
WFVZ,11092,,Chiapas,"San Cristobal de las Casas, approx 12 mi SE",1,16.5841362,-92.5168358,unicolor,4,0,0,161,172,44.2,19.2,17,10.1,9.5,-0.9767,-3.6089,-1.0716,,24.382,34.4145,36.411,35.3815,33.065,29.663,26.2445,22.0905,18.0185,14.402,11.0335,8.7465,6.5305,4.582,3.689,0.976,-2.5535,-7.0525,-13.776,-18.637
WFVZ,11093,,Chiapas,"San Cristobal de las Casas, approx 12 mi SE",1,16.5841362,-92.5168358,unicolor,4,0,1,159,164,43.3,20.8,18.5,10.6,8.9,-1.4775,-3.6271,-0.4612,,22.9125,34.2955,37.468,37.1095,34.816,31.169,26.7235,21.891,17.3535,13.3595,9.7545,7.1345,5.0205,3.239,2.17,0.297,-2.146,-5.0305,-7.3395,-11.8855
WFVZ,11094,,Chiapas,"San Cristobal de las Casas, approx 12 mi SE",1,16.5841362,-92.5168358,unicolor,4,0,1,156,166,42.4,19.7,17.4,9.4,8.6,-1.4689,-3.7435,-1.5246,,20.179,31.581,35.5935,35.5645,33.687,30.35,26.5515,22.1645,17.8345,14.097,10.6215,8.1845,5.962,4.0355,2.8055,0.119,-3.2025,-7.1595,-12.001,-19.7445
